"","obsid","species","duration","attempts","Rinter","Rintra","Iinter","Iintra","Successes","rsa","roa","isa","ioa"
"1038","070619NellyAM","G. sal",02:15:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1039","070619Norma-JeanAM","G. sal",01:07:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1040","070618ChrisAM","G. sal",01:35:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1041","070818ChrisAM","G. sal",01:15:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1042","070619ChrisAM","G. sal",02:41:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1043","070619ChrisAM","G. sal",01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1044","070622ChrisAM","M. fort",02:14:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1045","070622ChrisPM","M. fort",01:03:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1046","070622ChrisPM","M. fort",01:27:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1047","070622ChrisPM","M. fort",01:43:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1048","070622ChrisPM","M. fort",01:19:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"1049","070622ChrisPM","M. fort",04:30:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1050","070622ChrisPM","M. fort",03:54:00,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1051","070622ChrisPM","M. fort",01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1052","070619Norma-JeanAM","D. mer",01:51:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1053","070619Norma-JeanAM","D. mer",01:36:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1054","070619Norma-JeanAM","D. mer",01:03:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"1055","070619Norma-JeanAM","D. mer",01:07:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1056","070622RaniAM","D. mer",00:46:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"1057","070622RaniAM","D. mer",01:43:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"1058","070622RaniAM","D. mer",00:40:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"1059","070622RaniAM","D. mer",01:15:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"1060","070622RaniAM","D. mer",00:54:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1061","070622RaniAM","D. mer",01:28:00,0,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE
"1062","070622RaniAM","D. mer",01:30:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1063","070622RaniAM","D. mer",00:43:00,0,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE
"1064","070622RaniAM","D. mer",01:20:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1065","070622ChrisPM","D. mer",01:01:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1066","070622ChrisPM","D. mer",01:29:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1067","070616ChrisAM","Rheg",02:09:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1068","070622RaniAM","Rheg",01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1069","070622RaniAM","Rheg",02:57:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1070","070622RaniAM","Rheg",03:01:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1071","070622RaniAM","Rheg",00:57:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1072","070622ChrisPM","Rheg",01:39:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1073","070622ChrisPM","Rheg",01:18:00,5,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"1074","070622ChrisPM","Rheg",01:10:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1075","070622ChrisPM","Rheg",02:52:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1076","070622ChrisPM","Rheg",01:29:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1077","070622ChrisPM","Rheg",01:17:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1078","070622ChrisPM","Rheg",01:11:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"1079","070622ChrisPM","Rheg",01:19:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1080","070622ChrisPM","Rheg",01:25:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1081","070622ChrisPM","Rheg",02:12:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1082","070622ChrisPM","Rheg",02:08:00,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"1083","070622ChrisPM","Rheg",03:09:00,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"1084","070622ChrisPM","Rheg",01:46:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1085","070622ChrisPM","Rheg",01:59:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"1086","070622RaniAM","G. sal",00:54:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"1087","070622RaniAM","G. sal",02:14:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1088","070622RaniAM","G. sal",00:43:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1089","070622ChrisPM","G. sal",01:03:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1090","070622ChrisPM","G. sal",01:56:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1091","070622ChrisPM","G. sal",01:54:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1092","070622ChrisPM","G. sal",01:01:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1093","070622ChrisPM","G. sal",01:14:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"1094","070622ChrisPM","G. sal",01:45:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1095","070614RaniAM","Phleg",01:34:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1096","070614RaniAM","Phleg",01:05:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1097","070614RaniAM","Phleg",02:59:00,2,0,2,1,0,2,FALSE,TRUE,TRUE,FALSE
"1098","070614RaniAM","Phleg",01:53:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1099","070614RaniAM","Phleg",01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1100","070614RaniAM","Phleg",00:48:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"1101","070615RaniAM","Phleg",00:51:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1102","070614RaniAM","Phleg",01:08:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1103","070615RaniAM","Phleg",00:46:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1104","070615RaniAM","Phleg",01:15:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1105","070615RaniAM","Phleg",02:34:00,7,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE
"1106","070615RaniAM","Phleg",02:26:00,3,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE
"1107","070615RaniAM","Phleg",01:11:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1108","070615RaniAM","Phleg",00:36:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1109","070615RaniAM","Phleg",01:05:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"1110","070615RaniAM","Phleg",01:08:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1111","070615RaniAM","Phleg",02:41:00,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"1112","070616RaniAM","Phleg",01:29:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1113","070616RaniAM","Phleg",01:04:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1114","070616RaniAM","Phleg",01:39:00,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1115","070616RaniAM","Phleg",01:01:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1116","070616RaniAM","Phleg",01:58:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1117","070616RaniAM","Phleg",00:48:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1118","070616RaniAM","Phleg",00:54:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1119","070616RaniAM","Phleg",01:23:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1120","070616RaniAM","Phleg",00:52:00,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"1121","070616RaniAM","Phleg",02:31:00,6,0,1,0,0,3,FALSE,TRUE,FALSE,FALSE
"1122","070619Norma-JeanAM","Phleg",01:09:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1123","070620ChrisAM","Phleg",01:25:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1124","070620ChrisAM","Phleg",02:29:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1125","070620ChrisAM","Phleg",01:28:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1126","070620ChrisAM","Phleg",01:43:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1127","070621KathyAM","Phleg",01:12:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1128","070621RaniAM","Phleg",01:47:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1129","070622ChrisPM","Phleg",01:33:00,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"1130","070622ChrisPM","Phleg",01:25:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1131","070622ChrisPM","Phleg",01:27:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"1132","070622ChrisPM","Phleg",01:08:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1133","070622ChrisPM","Phleg",01:13:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1134","070622ChrisPM","Phleg",01:02:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1135","070622ChrisPM","Phleg",01:37:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1136","070622ChrisPM","Phleg",04:45:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1137","080701Celina","Phleg",02:04:00,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1138","080701Celina","Phleg",02:13:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1139","080704Celina","Phleg",01:07:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1140","080704Celina","Phleg",02:40:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1141","080704Celina","Phleg",01:13:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
"1142","080704Celina","Phleg",01:02:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1143","080704Celina","Phleg",04:44:00,5,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE
"1144","080704Celina","Phleg",01:14:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"1145","080702Celina","Phleg",01:47:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"1146","080704Negra","Phleg",02:29:00,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"1147","080704Negra","Phleg",01:01:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1148","080705Celina","Phleg",02:05:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"1149","080705Celina","Phleg",01:45:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1150","080705Celina","Phleg",01:06:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1151","080705Celina","Phleg",04:59:00,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE
"1152","080705Celina","Phleg",01:17:00,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"1153","080705Celina","Phleg",01:36:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"1154","080705Celina","Phleg",03:26:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1155","080705Celina","Phleg",04:13:00,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE
"1156","080705Celina","Phleg",01:01:00,5,0,0,2,0,2,FALSE,FALSE,TRUE,FALSE
"1157","080705Celina","Phleg",01:50:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1158","080705Celina","Phleg",02:02:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1159","080705Celina","Phleg",02:00:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"1160","080705Celina","Phleg",01:33:00,3,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"1161","080705Celina","Phleg",04:22:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1162","080705Celina","Phleg",01:08:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1163","080705Celina","Phleg",01:07:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1164","080705Celina","Phleg",01:15:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1165","080625Celina","Phleg",01:46:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1166","080625Celina","Phleg",00:49:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1167","080626Celina","Phleg",02:00:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1168","080626Celina","Phleg",01:58:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"1169","080626Celina","Phleg",01:55:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1170","080626Celina","Phleg",02:53:00,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"1171","080626Celina","Phleg",01:05:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1172","080626Celina","Phleg",01:50:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1173","080626Celina","Phleg",05:55:00,7,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE
"1174","080626Celina","Phleg",02:02:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1175","080626Celina","Phleg",00:26:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"1176","080626Celina","Phleg",04:33:00,0,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE
"1177","080626Celina","Phleg",02:00:00,2,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"1178","080626Celina","Phleg",04:50:00,6,0,2,0,0,4,FALSE,TRUE,FALSE,FALSE
"1179","080701Celina","Phleg",03:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1180","080701Celina","Phleg",01:10:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1181","080701Celina","Phleg",00:50:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"1182","080701Celina","Phleg",02:30:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1183","080702Celina","Phleg",01:55:00,5,0,0,1,0,4,FALSE,FALSE,TRUE,FALSE
"1184","080625Celina","Phleg",05:06:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1185","080701Celina","Phleg",01:04:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1186","080701Celina","Phleg",01:59:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1187","080701Celina","Phleg",03:09:00,6,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"1188","080701Celina","Phleg",02:05:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"1189","080701Celina","Phleg",03:45:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1190","080701Celina","Phleg",01:29:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1191","080701Celina","Phleg",01:15:00,4,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"1192","080701Celina","Phleg",03:33:00,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE
"1193","080705Celina","Phleg",03:25:00,8,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1194","080705Celina","Phleg",03:13:00,6,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"1195","080705Celina","Phleg",02:01:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1196","080705Celina","Phleg",01:41:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1197","080705Celina","Phleg",01:46:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1198","080705Celina","Phleg",03:16:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1199","080705Celina","Phleg",02:04:00,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"1200","080705Celina","Phleg",01:56:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1201","080705Celina","Phleg",01:08:00,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"1202","080705Celina","Phleg",01:30:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"1203","080705Celina","Phleg",02:37:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1204","080705Celina","Phleg",01:04:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1205","080705Celina","Phleg",01:44:00,1,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE
"1206","080705Celina","Phleg",01:02:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1207","080705Celina","Phleg",02:37:00,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1208","080705Celina","Phleg",01:02:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"1209","080705Celina","Phleg",01:03:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1210","080704Negra","Phleg",03:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1211","080704Negra","Phleg",04:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1212","080708Celina","Phleg",02:13:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1213","080708Celina","Phleg",01:22:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1214","080708Celina","Phleg",02:32:00,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"1215","080708Celina","Phleg",01:05:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1216","080708Celina","Phleg",01:03:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1217","080708Celina","Phleg",01:00:00,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1218","080708Celina","Phleg",01:47:00,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"1219","080708Celina","Phleg",01:01:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"1220","080708Celina","Phleg",01:43:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1221","080708Celina","Phleg",01:06:00,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"1222","080708Celina","Phleg",01:58:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1223","080708Celina","Phleg",02:49:00,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
"1224","080708Celina","Phleg",01:53:00,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1225","080705Celina","D. mer",04:31:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1226","080705Celina","D. mer",03:47:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1227","080705Celina","D. mer",01:43:00,1,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE
"1228","080705Celina","D. mer",01:03:00,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"1229","080705Celina","D. mer",02:44:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1230","080705Celina","D. mer",02:25:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1231","080705Celina","D. mer",01:13:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1232","080705Celina","D. mer",03:22:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1233","080705Celina","D. mer",02:43:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"1234","080705Celina","D. mer",01:33:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1235","080626Celina","D. mer",01:00:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"1236","080628Sophie","D. mer",01:08:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1237","080628Sophie","D. mer",00:59:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1238","080628Sophie","D. mer",02:00:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"1239","080628Sophie","D. mer",01:00:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"1240","080628Sophie","D. mer",02:00:00,1,0,1,0,1,1,FALSE,TRUE,FALSE,TRUE
"1241","080628Sophie","D. mer",01:00:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"1242","080630Sophie","D. mer",02:00:00,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
"1243","080702Celina","D. mer",04:17:00,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE
"1244","080702Celina","D. mer",02:34:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1245","080702Celina","D. mer",01:21:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1246","080702Celina","D. mer",01:54:00,2,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
"1247","080702Aero","D. mer",02:59:00,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE
"1248","080702Aero","D. mer",02:33:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1249","080702Aero","D. mer",01:47:00,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"1250","080702Aero","D. mer",04:07:00,0,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE
"1251","080702Aero","D. mer",01:47:00,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"1252","080702Aero","D. mer",01:01:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"1253","080702Aero","D. mer",01:52:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"1254","080702Aero","D. mer",01:55:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"1255","080702Aero","D. mer",02:42:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1256","080702Aero","D. mer",03:17:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
"1257","080702Aero","D. mer",01:52:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1258","080701Celina","D. mer",01:29:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"1259","080701Celina","D. mer",01:29:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1260","080701Celina","D. mer",02:21:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1261","080702Aero","D. mer",01:40:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1262","080702Aero","D. mer",02:21:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1263","080702Aero","D. mer",03:32:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1264","080702Aero","D. mer",03:14:00,1,0,1,0,1,1,FALSE,TRUE,FALSE,TRUE
"1265","080702Aero","D. mer",04:03:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"1266","080702Aero","D. mer",02:30:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1267","080702Aero","D. mer",02:17:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1268","080702Aero","D. mer",02:16:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1269","080704Sophie","D. mer",04:40:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1270","080704Sophie","D. mer",01:25:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1271","080705Celina","D. mer",02:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1272","080705Celina","D. mer",02:24:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"1273","080705Celina","D. mer",02:23:00,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"1274","080705Celina","D. mer",01:35:00,0,2,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"1275","080705Celina","D. mer",01:16:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1276","080705Celina","D. mer",01:08:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1277","080705Celina","D. mer",01:33:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1278","080705Aero","D. mer",02:40:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"1279","080709Celina","Phleg",01:28:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"1280","080709Celina","Phleg",01:23:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1281","080709Celina","Phleg",01:23:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1282","080628Sophie","Rheg",00:22:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1283","080628Sophie","Rheg",00:44:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1284","080628Sophie","Rheg",01:08:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1285","080626Aero","Rheg",04:10:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"1286","080628Sophie","Rheg",02:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1287","080628Sophie","Rheg",01:30:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1288","080628Sophie","Rheg",05:00:00,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"1289","080628Sophie","Rheg",01:00:00,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE
"1290","080628Sophie","Rheg",01:30:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1291","080628Sophie","Rheg",03:30:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"1292","080630Sophie","Rheg",03:17:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"1293","080701Sophie","Rheg",01:45:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"1294","080701Sophie","Rheg",01:26:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
