"","obsid","species","duration","attempts","Rinter","Rintra","Iinter","Iintra","Successes","rsa","roa","isa","ioa"
"527","070602JudyAM","Rheg",06:00:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"528","070602JudyAM","Rheg",02:28:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"529","070602JudyAM","Rheg",01:20:00,2,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"530","070602JudyAM","Rheg",02:06:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"531","070602JudyAM","Rheg",01:58:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"532","070602JudyAM","Rheg",02:26:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"533","070604KathyAM","Rheg",01:51:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"534","070604KathyAM","Rheg",04:05:00,9,0,0,0,1,5,FALSE,FALSE,FALSE,TRUE
"535","070604KathyAM","Rheg",03:10:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"536","070604KathyAM","Rheg",02:52:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"537","070602JudyAM","Rheg",01:35:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"538","070602JudyAM","Rheg",02:34:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"539","070602JudyAM","Rheg",01:24:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"540","070602JudyAM","Rheg",03:39:00,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"541","070602JudyAM","Rheg",02:01:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"542","070602JudyAM","Rheg",03:25:00,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"543","070602JudyAM","Rheg",00:56:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"544","070602JudyAM","Rheg",01:21:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"545","070602JudyAM","Rheg",02:03:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"546","070602JudyAM","Rheg",02:02:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"547","070602JudyAM","Rheg",00:44:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"548","070602JudyAM","Rheg",01:10:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"549","070602JudyAM","Rheg",01:52:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"550","070602JudyAM","Rheg",01:02:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"551","070602JudyAM","Rheg",01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"552","070602JudyAM","Rheg",01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"553","070604KathyAM","Rheg",01:23:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"554","070604KathyAM","Rheg",01:00:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"555","070604KathyAM","Rheg",03:22:00,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"556","070604KathyAM","Rheg",01:58:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"557","070604KathyAM","Rheg",01:04:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"558","070604KathyPM","Rheg",02:30:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"559","070604KathyPM","Rheg",03:13:00,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"560","070604KathyPM","Rheg",01:13:00,2,0,3,0,0,1,FALSE,TRUE,FALSE,FALSE
"561","070604KathyPM","Rheg",01:25:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"562","070604KathyPM","Rheg",01:10:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"563","070604KathyPM","Rheg",02:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"564","070604KathyPM","Rheg",02:03:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"565","070604KathyPM","Rheg",03:55:00,7,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE
"566","070604KathyPM","Rheg",00:56:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"567","060606ChrisAM","Rheg",04:50:00,2,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
"568","070607ElianaAM","Rheg",05:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"569","070606ChrisAM","Rheg",02:42:00,2,2,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"570","070606ChrisAM","Rheg",01:27:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"571","070606ChrisAM","Rheg",03:38:00,9,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"572","070606ChrisAM","Rheg",01:58:00,0,1,0,0,1,0,TRUE,FALSE,FALSE,TRUE
"573","070606ChrisAM","Rheg",02:34:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"574","070606ChrisAM","Rheg",02:48:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"575","070606ChrisAM","Rheg",01:05:00,0,0,0,10,0,0,FALSE,FALSE,TRUE,FALSE
"576","070609KathyAM","Rheg",02:02:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"577","070609KathyAM","Rheg",01:21:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"578","070609KathyAM","Rheg",02:08:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"579","070609KathyAM","Rheg",01:35:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"580","070609KathyAM","Rheg",01:13:00,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"581","070609KathyAM","Rheg",02:17:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"582","070522JudyAM","G. sal",01:10:00,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"583","070522NellyAM","G. sal",01:47:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"584","070523JudyAM","G. sal",02:37:00,3,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
"585","070523JudyAM","G. sal",01:04:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"586","070523JudyAM","G. sal",01:32:00,3,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"587","070523JudyAM","G. sal",02:48:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"588","070522JudyAM","G. sal",02:37:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"589","070522JudyAM","G. sal",01:30:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"590","070522JudyAM","G. sal",03:58:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"591","070522JudyAM","G. sal",01:00:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"592","070524LabbieAM","G. sal",01:10:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"593","070524KathyAM","G. sal",01:59:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"594","070611KathyAM","M. fort",00:44:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"595","070611KathyAM","M. fort",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"596","070611KathyAM","M. fort",00:00:02,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"597","070611KathyAM","M. fort",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"598","070611KathyAM","M. fort",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"599","070611KathyAM","M. fort",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"600","070611KathyAM","M. fort",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"601","070611KathyAM","M. fort",00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"602","070611KathyAM","M. fort",00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"603","070611KathyAM","M. fort",00:00:01,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"604","070611KathyAM","M. fort",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"605","070611KathyAM","M. fort",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"606","070611KathyAM","M. fort",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"607","070611KathyAM","M. fort",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"608","070611KathyAM","M. fort",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"609","070609KathyAM","D. mer",00:00:01,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"610","070609KathyAM","D. mer",00:00:02,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"611","070609ElianaAM","D. mer",00:00:01,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"612","070609ElianaAM","D. mer",00:00:02,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"613","070609ElianaAM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"614","070611KathyAM","D. mer",00:00:04,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"615","070611KathyAM","D. mer",00:00:03,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"616","070611KathyAM","D. mer",00:00:01,0,1,0,1,0,0,TRUE,FALSE,TRUE,FALSE
"617","070611KathyAM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"618","070611KathyAM","D. mer",00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"619","070611KathyAM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"620","070611KathyAM","D. mer",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"621","070611ChrisAM","D. mer",00:00:04,3,0,0,1,1,1,FALSE,FALSE,TRUE,TRUE
"622","070611ChrisAM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"623","070611ChrisAM","D. mer",00:00:03,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"624","070611ChrisAM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"625","070611ChrisAM","D. mer",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"626","070611ElianaAM","D. mer",00:00:03,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"627","070611ElianaAM","D. mer",00:00:01,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"628","070611ElianaAM","D. mer",00:00:02,4,0,1,0,0,3,FALSE,TRUE,FALSE,FALSE
"629","070611ElianaAM","D. mer",00:00:03,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"630","070611ElianaAM","D. mer",00:00:05,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"631","070611ElianaAM","D. mer",00:00:02,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"632","070611ElianaAM","D. mer",00:00:04,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"633","070611ElianaAM","D. mer",00:00:04,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"634","070611ElianaAM","D. mer",00:00:01,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"635","070611ElianaAM","D. mer",00:00:03,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"636","070611ElianaAM","D. mer",00:00:02,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"637","070611ElianaAM","D. mer",00:00:01,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"638","070611ElianaAM","D. mer",00:00:03,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"639","070611ElianaAM","D. mer",00:00:04,3,0,1,0,1,2,FALSE,TRUE,FALSE,TRUE
"640","070611ElianaAM","D. mer",00:00:02,4,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE
"641","070611ElianaAM","D. mer",00:00:02,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"642","070611ElianaAM","D. mer",00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"643","070611KathyAM","D. mer",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"644","070611KathyAM","D. mer",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"645","070609ElianaAM","Rheg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"646","070609ElianaAM","Rheg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"647","070609ElianaAM","Rheg",00:00:01,9,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"648","070611KathyAM","Rheg",00:00:02,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"649","070611KathyAM","Rheg",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"650","070611KathyAM","Rheg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"651","070611KathyAM","Rheg",00:00:02,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"652","070611KathyAM","Rheg",00:00:01,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"653","070611KathyAM","Rheg",00:00:01,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"654","070611KathyAM","Rheg",00:00:01,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"655","070611KathyAM","Rheg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"656","070611KathyAM","Rheg",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"657","070611KathyAM","Rheg",00:00:02,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"658","070611ChrisAM","Rheg",00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"659","070611ChrisAM","Rheg",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"660","070611ChrisAM","Rheg",00:00:01,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"661","070611ChrisAM","Rheg",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"662","070609KathyAM","Rheg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"663","070611KathyAM","Rheg",00:00:03,9,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"664","070611KathyAM","Rheg",00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"665","070611KathyAM","Rheg",00:00:01,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"666","070611KathyAM","Rheg",00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"667","070611KathyAM","Rheg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"668","070611KathyAM","Rheg",00:00:01,0,1,2,0,0,0,TRUE,TRUE,FALSE,FALSE
"669","070611KathyAM","Rheg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"670","070611KathyAM","Rheg",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"671","070611KathyAM","Rheg",00:00:01,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"672","070611KathyAM","Rheg",00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"673","070524KathyAM","G. sal",00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"674","070524KathyAM","G. sal",00:00:01,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"675","070524KathyAM","G. sal",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"676","070524KathyAM","G. sal",00:00:02,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"677","070524KathyAM","G. sal",00:00:02,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"678","070528JudyPM","G. sal",00:00:02,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"679","070528JudyPM","G. sal",00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"680","070528JudyPM","G. sal",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"681","070529NellyAM","G. sal",00:00:02,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"682","070529NellyAM","G. sal",00:00:04,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"683","070604KathyAM","G. sal",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"684","070604KathyAM","G. sal",00:00:04,0,1,0,0,1,0,TRUE,FALSE,FALSE,TRUE
"685","070602JudyAM","G. sal",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"686","070604KathyAM","G. sal",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"687","070604KathyAM","G. sal",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"688","070606NellyAM","G. sal",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"689","070606NellyAM","G. sal",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"690","070606ChrisAM","G. sal",00:00:01,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"691","070607ElianaAM","G. sal",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"692","070607ElianaAM","G. sal",00:00:01,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"693","070607ElianaAM","G. sal",00:00:01,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"694","070607ElianaAM","G. sal",00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"695","070607ElianaAM","G. sal",00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"696","070607ElianaAM","G. sal",00:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"697","070607ElianaAM","G. sal",00:00:03,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"698","070609ElianaAM","G. sal",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"699","070609ElianaAM","G. sal",00:00:01,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"700","070609ElianaAM","G. sal",00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"701","070611KathyAM","G. sal",00:00:01,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"702","070611KathyAM","G. sal",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"703","070611ChrisAM","G. sal",00:00:01,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"704","070611ChrisAM","G. sal",00:00:01,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"705","070611ChrisAM","G. sal",00:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"706","070611KathyAM","G. sal",00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"707","070611KathyAM","G. sal",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"708","070611KathyAM","G. sal",00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"709","070611KathyAM","G. sal",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"710","070611KathyAM","G. sal",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"711","070609ElianaAM","D. mer",02:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"712","070609ElianaAM","D. mer",03:28:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"713","070609ElianaAM","D. mer",01:02:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"714","070609ElianaAM","D. mer",01:16:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"715","070609ElianaAM","D. mer",00:56:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"716","070611ElianaAM","D. mer",01:05:00,0,0,1,0,2,0,FALSE,TRUE,FALSE,TRUE
"717","070611ElianaAM","D. mer",03:02:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"718","070611ElianaAM","D. mer",01:23:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"719","070611ElianaAM","D. mer",03:08:00,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"720","070611ElianaAM","D. mer",01:25:00,1,0,1,0,2,1,FALSE,TRUE,FALSE,TRUE
"721","070611ElianaAM","D. mer",03:06:00,3,0,1,0,1,2,FALSE,TRUE,FALSE,TRUE
"722","070611ElianaAM","D. mer",02:35:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"723","070611ElianaAM","D. mer",01:12:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"724","070611ElianaAM","D. mer",01:15:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"725","070611ElianaAM","D. mer",01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"726","070611ElianaAM","D. mer",00:54:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"727","070611ElianaAM","D. mer",01:16:00,0,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE
"728","070523NellyAM","Phleg",01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"729","070524LabbieAM","Phleg",02:23:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"730","070524LabbieAM","Phleg",02:05:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"731","070524LabbieAM","Phleg",02:49:00,5,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE
"732","070524ElianaAM","Phleg",02:30:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"733","070524LabbieAM","Phleg",02:11:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"734","070524KathyAM","Phleg",00:40:00,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE
"735","070524KathyAM","Phleg",02:00:00,4,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"736","070524KathyPM","Phleg",01:25:00,3,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE
"737","070524KathyPM","Phleg",04:43:00,15,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"738","070524KathyPM","Phleg",01:23:00,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"739","070524KathyPM","Phleg",01:30:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"740","070524KathyPM","Phleg",02:09:00,4,0,2,0,0,1,FALSE,TRUE,FALSE,FALSE
"741","070524KathyPM","Phleg",00:57:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"742","070524KathyPM","Phleg",01:43:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"743","070524KathyPM","Phleg",02:49:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"744","070524KathyPM","Phleg",02:25:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"745","070524KathyPM","Phleg",02:53:00,6,0,1,0,2,0,FALSE,TRUE,FALSE,TRUE
"746","070524KathyPM","Phleg",02:17:00,6,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"747","070524KathyPM","Phleg",06:32:00,13,0,0,0,4,1,FALSE,FALSE,FALSE,TRUE
"748","070524KathyPM","Phleg",02:25:00,2,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE
"749","070524KathyPM","Phleg",01:53:00,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"750","070526KathyAM","Phleg",01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"751","070526KathyAM","Phleg",01:10:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"752","070526KathyAM","Phleg",01:02:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"753","070531KathyAM","Phleg",03:47:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"754","070531KathyAM","Phleg",03:35:00,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"755","070601KathyAM","Phleg",01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"756","070601KathyAM","Phleg",01:54:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"757","070601KathyAM","Phleg",01:42:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"758","070601KathyAM","Phleg",02:12:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"759","070604KathyAM","Phleg",02:06:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"760","070604KathyAM","Phleg",00:00:03,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"761","070604KathyAM","Phleg",00:00:02,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"762","070604KathyAM","Phleg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"763","070604KathyAM","Phleg",00:00:01,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"764","070604KathyAM","Phleg",00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"765","070604KathyAM","Phleg",00:00:01,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"766","070604KathyAM","Phleg",00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"767","070604KathyAM","Phleg",00:00:02,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"768","070604KathyAM","Phleg",00:00:01,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE
"769","070604KathyAM","Phleg",00:00:04,10,0,1,0,1,6,FALSE,TRUE,FALSE,TRUE
"770","070604KathyAM","Phleg",00:00:02,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"771","070604KathyAM","Phleg",00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"772","070604KathyAM","Phleg",00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"773","070604KathyAM","Phleg",00:00:01,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"774","070604KathyAM","Phleg",00:00:01,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"775","070604KathyAM","Phleg",00:00:01,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE
"776","070604KathyAM","Phleg",00:00:01,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"777","070604KathyAM","Phleg",00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"778","070604KathyAM","Phleg",00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"779","070604KathyAM","Phleg",00:00:04,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"780","070604KathyAM","Phleg",01:50:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"781","070604KathyAM","Phleg",01:33:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"782","070604KathyAM","Phleg",01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
