obsid,species,duration,attempts,Rinter,Rintra,Iinter,Iintra,Successes
001023Tin,Phleg,4:00:00,4,0,0,0,0,3
001023Tina,Phleg,4:00:00,4,0,0,0,0,3
001026Izua,M. fort,3:00:00,0,0,0,0,0,0
001026Izua,M. fort,3:00:00,1,0,0,0,0,1
001026Smaa,Phleg,4:00:00,3,0,0,0,0,0
001102Izua,G. sal,3:04:00,1,0,0,0,0,1
001102Tita,D. mer,4:00:00,2,0,0,0,0,1
001104Riv,M. fort,2:50:00,2,0,0,0,0,1
001108Izu,Rheg,3:50:00,2,0,0,0,0,2
001108Tita,Rheg,4:00:00,3,0,0,0,0,1
001110Cada,D. mer,4:00:00,1,0,0,0,1,0
001114Lab,Rheg,4:00:00,1,0,0,0,0,0
001117Izu,G. sal,4:00:00,0,0,0,0,0,0
001118Tin,G. sal,4:00:00,4,0,0,0,0,3
001124Izu,G. sal,2:50:00,1,0,0,0,0,1
001125Lab,Phleg,3:00:00,2,0,0,0,0,0
001125Lab,Phleg,3:00:00,3,0,0,0,0,0
001125Lab,Phleg,3:00:00,3,0,0,0,0,1
001125Lab,Phleg,4:00:00,4,0,0,0,0,1
001125Lab,D. mer,3:45:00,5,0,0,0,0,4
001127Edwa,Rheg,1:20:00,1,0,0,0,0,1
001127Edwa,Rheg,4:00:00,2,0,1,0,0,1
001128Edw,G. sal,1:20:00,2,0,0,0,0,0
001128Edw,G. sal,3:50:00,1,0,0,0,0,1
001128Edw,Phleg,1:50:00,2,0,0,0,0,1
001128Edw,G. sal,1:55:00,3,2,0,0,0,1
001128Edw,Rheg,4:00:00,6,0,0,0,0,5
001128Edwa,Rheg,1:00:00,2,0,0,0,0,0
001128Lab,M. fort,1:30:00,0,0,0,0,0,0
001128Lab,M. fort,4:00:00,0,0,0,0,0,0
001128Lab,G. sal,4:00:00,2,0,0,0,0,0
001128Lab,M. fort,2:00:00,3,0,1,0,0,3
001129Lab,G. sal,3:00:00,1,0,0,0,0,0
001129Lab,G. sal,4:00:00,2,0,0,0,0,1
001129Lab,Rheg,3:20:00,3,0,0,0,0,1
001129Lab,G. sal,4:00:00,5,0,0,0,0,3
001130Edw,Phleg,4:00:00,2,0,0,0,0,2
001130Tit,D. mer,4:00:00,0,0,0,0,0,0
001201Izu,G. sal,1:20:00,2,0,0,0,0,1
001201Izu,G. sal,4:00:00,3,0,0,0,0,1
001201Izu,Phleg,3:30:00,2,0,1,0,0,2
001201Izu,G. sal,3:30:00,7,0,0,0,0,5
001201Lab,D. mer,4:00:00,0,0,0,0,0,0
001201Lab,M. fort,1:30:00,1,0,0,0,0,1
001201Lab,M. fort,2:00:00,2,0,0,0,0,1
001201Lab,Rheg,2:05:00,2,0,0,0,0,2
001201Tin,Phleg,2:30:00,2,0,0,0,0,0
001201Tin,Phleg,4:00:00,4,0,0,0,0,1
001202Gna,G. sal,1:45:00,2,0,0,0,0,0
001202Gna,G. sal,2:30:00,2,0,0,0,0,2
001202Tin,Phleg,3:30:00,0,0,0,0,0,0
001204Edw,Rheg,1:30:00,1,0,0,0,0,1
001204Edw,G. sal,1:44:00,2,0,0,0,0,1
001204Edw,Rheg,2:00:00,2,0,0,0,0,1
001204Edw,Phleg,2:56:00,2,0,0,0,0,1
001204Edw,G. sal,1:22:00,2,0,0,0,0,2
001204Edw,Rheg,3:00:00,3,0,0,0,0,2
001204Edw,Phleg,3:40:00,4,0,0,0,0,2
001208Edw,Rheg,3:10:00,3,0,0,0,0,1
001208Edw,Rheg,1:00:00,2,0,0,0,0,2
001208Edw,G. sal,3:20:00,6,0,2,0,0,4
001209Gna,D. mer,3:10:00,0,0,0,0,0,0
001209Nod,G. sal,3:00:00,0,0,0,0,0,0
001209Nod,G. sal,4:00:00,0,0,0,0,0,0
001209Nod,Phleg,2:40:00,1,0,0,0,0,1
001213Edw,Rheg,3:00:00,3,0,0,0,0,2
001215Lab,Rheg,4:00:00,3,0,0,0,0,3
001215Stu,M. fort,1:30:00,2,0,0,0,0,2
001216Lab,Phleg,1:00:00,1,0,0,0,0,1
001216Lab,Phleg,2:00:00,2,0,0,0,0,2
001216Lab,Rheg,4:00:00,5,0,0,0,0,2
001216Tin,D. mer,1:20:00,2,0,0,0,0,1
001219Gna,G. sal,4:00:00,0,3,0,0,0,0
001219Izu,Rheg,4:00:00,3,0,0,0,0,2
001222Edw,Phleg,1:55:00,1,0,0,0,0,1
001222Izu,G. sal,1:30:00,1,0,0,0,0,0
001222Izu,Phleg,3:20:00,1,0,0,0,0,1
001223Gna,M. fort,4:00:00,1,0,0,0,0,0
001226Izu,D. mer,4:00:00,0,0,0,0,0,0
001226Izu,G. sal,2:35:00,3,0,0,0,0,3
001226Lab,G. sal,4:00:00,4,0,0,0,0,3
001226Lab,G. sal,4:00:00,5,0,0,0,0,3
001226Tit,Phleg,4:00:00,4,0,0,0,0,2
001226Tit,G. sal,1:40:00,3,0,0,0,0,3
001228Edw,Phleg,1:00:00,1,0,0,0,0,1
001228Edw,Phleg,1:30:00,1,0,0,0,0,1
001228Edw,D. mer,3:00:00,1,0,0,0,0,1
001228Edw,Phleg,2:22:00,2,0,0,0,0,2
001228Izu,G. sal,2:00:00,0,0,0,0,0,0
001228Izu,G. sal,2:00:00,3,0,0,0,0,0
001228Izu,G. sal,5:00:00,3,0,0,0,0,2
001228Tit,D. mer,4:00:00,2,0,0,0,0,2
001228Tit,Phleg,2:15:00,3,0,0,0,0,3
001228Tit,D. mer,4:00:00,5,0,0,0,0,3
001230Edw,Phleg,1:20:00,1,0,0,0,0,0
001230Edw,Phleg,1:00:00,1,0,0,0,0,1
001230Edw,Phleg,1:30:00,2,0,0,0,1,2
001230Edw,Phleg,8:20:00,6,0,0,0,0,3
001230Tit,Rheg,1:47:00,0,0,0,0,0,0
001230Tit,Rheg,1:15:00,2,0,0,0,0,0
010102Izu,G. sal,1:15:00,0,0,0,0,0,0
010102Izu,Rheg,2:00:00,3,0,0,0,0,0
010102Izu,M. fort,3:00:00,6,0,0,0,0,2
010102Let,G. sal,2:45:00,0,0,0,0,0,0
010102Let,G. sal,3:40:00,2,0,0,0,0,2
010103Edw,Phleg,1:30:00,0,0,0,0,0,0
010103Edw,Phleg,1:45:00,0,0,0,0,0,0
010103Edw,M. fort,2:00:00,0,0,0,0,0,0
010103Edw,Phleg,2:00:00,0,0,0,0,0,0
010103Edw,Phleg,2:00:00,0,0,0,0,0,0
010103Edw,Phleg,2:56:00,0,0,0,0,0,0
010103Edw,Phleg,6:30:00,3,0,0,0,0,0
010103Edw,Phleg,2:50:00,2,0,0,0,0,1
010103Edw,Phleg,3:22:00,4,0,0,0,1,4
010103Izu,G. sal,3:00:00,2,0,0,0,0,0
010103Izu,G. sal,4:00:00,2,1,0,0,0,1
010103Let,Phleg,1:10:00,0,0,0,0,0,0
010103Let,Phleg,2:00:00,0,0,0,0,0,0
010103Let,G. sal,4:00:00,0,0,0,0,0,0
010103Let,Phleg,0:00:00,1,0,0,0,0,0
010103Let,D. mer,4:00:00,1,0,0,0,0,1
010104Edw,Phleg,2:20:00,0,0,0,0,0,0
010104Edw,Phleg,2:30:00,0,0,0,0,0,0
010104Edw,Phleg,1:00:00,1,0,0,0,0,1
010104Edw,Phleg,2:00:00,2,0,0,0,0,1
010104Edw,Phleg,3:05:00,3,0,0,0,0,2
010104Gna,G. sal,1:20:00,1,0,0,0,0,1
010104Izu,M. fort,1:00:00,0,0,0,0,0,0
010104Lab,Rheg,1:10:00,0,0,0,0,0,0
010104Lab,Rheg,5:00:00,0,0,0,0,0,0
010104Lab,Rheg,6:30:00,0,0,0,0,0,0
010104Lab,Rheg,4:00:00,1,0,0,0,0,1
010104Nod,D. mer,1:30:00,0,0,0,0,0,0
010104Nod,D. mer,4:00:00,0,0,0,0,0,0
010104Tit,D. mer,3:00:00,3,0,0,0,0,2
010106Edw,D. mer,1:00:00,0,0,0,0,0,0
010106Edw,Phleg,2:15:00,0,0,0,0,0,0
010106Edw,Phleg,2:15:00,2,0,0,0,0,1
010106Edw,Rheg,1:45:00,2,0,0,0,0,2
010106Let,Phleg,4:00:00,0,0,0,0,0,0
010108Gna,D. mer,1:30:00,0,0,0,0,0,0
010108Gna,D. mer,4:00:00,1,0,0,0,0,0
010108Lab,Rheg,2:00:00,0,0,0,0,0,0
010108Lab,Rheg,1:00:00,3,0,0,0,0,1
010108Lab,Rheg,1:40:00,3,0,0,0,0,2
010108Let,D. mer,2:50:00,0,0,0,0,0,0
010108Let,Phleg,3:30:00,1,0,0,0,0,1
010109Edw,D. mer,1:40:00,0,0,0,0,0,0
010109Edw,D. mer,2:00:00,0,0,0,0,0,0
010109Edw,D. mer,1:00:00,0,0,1,0,1,0
010109Edw,D. mer,4:00:00,1,0,0,0,0,1
010109Edw,Phleg,4:00:00,1,0,0,0,0,1
010109Edw,Phleg,4:00:00,1,0,0,0,0,1
010109Edw,Phleg,4:00:00,1,0,0,0,0,1
010109Edw,D. mer,4:00:00,2,0,0,0,0,1
010109Edw,D. mer,1:50:00,2,0,0,0,1,1
010109Edw,Phleg,3:20:00,3,0,0,0,0,2
010109Edw,D. mer,1:30:00,5,0,0,0,0,4
010109Edw,Phleg,3:30:00,5,0,0,0,0,4
010109Izu,Rheg,1:30:00,1,0,0,0,0,1
010109Lab,D. mer,1:15:00,0,0,0,0,0,0
010109Let,Phleg,4:00:00,1,0,0,0,0,1
010109Let,G. sal,2:10:00,2,0,0,0,0,2
010110Edw,Rheg,1:50:00,2,0,0,0,0,1
010110Lab,G. sal,4:00:00,0,0,0,0,0,0
010110Lab,M. fort,3:00:00,1,0,0,0,0,0
010111Edw,G. sal,1:15:00,1,0,0,0,0,0
010111Edw,D. mer,2:30:00,1,1,0,0,0,0
010111Edw,Phleg,4:40:00,3,0,0,0,0,1
010111Lab,M. fort,3:30:00,5,0,0,1,0,3
010111Let,D. mer,4:00:00,2,0,0,0,0,2
010112Edw,D. mer,1:45:00,0,0,0,0,0,0
010112Edw,G. sal,2:30:00,0,0,0,0,0,0
010112Lab,G. sal,2:00:00,2,0,0,0,0,0
010112Lab,Rheg,2:30:00,2,0,0,0,0,0
010112Lab,G. sal,3:00:00,1,0,0,0,0,1
010112Lab,G. sal,2:50:00,4,0,0,0,0,2
010112Lab,Rheg,4:30:00,4,0,0,0,0,2
010113Let,D. mer,4:00:00,0,0,0,0,0,0
010115Izu,Rheg,2:20:00,1,0,0,0,0,0
010115Lab,Phleg,3:15:00,0,0,0,0,0,0
010115Lab,Phleg,3:15:00,1,0,0,0,0,0
010115Lab,M. fort,4:00:00,2,1,0,0,0,1
010115Lab,Phleg,4:00:00,3,0,0,0,0,2
010115Lab,Phleg,1:30:00,4,0,0,0,0,4
010115Lab,Phleg,3:15:00,5,0,0,0,0,4
010115Tit,G. sal,1:15:00,0,0,0,0,0,0
010115Tit,D. mer,4:00:00,0,0,0,0,0,0
010115Tit,D. mer,4:00:00,1,0,0,0,0,1
010115Tit,G. sal,4:00:00,3,0,0,0,0,3
010117Lab,Rheg,4:00:00,1,0,0,0,0,1
010117Lab,Rheg,4:00:00,5,0,0,0,0,4
010117Lab,Rheg,3:50:00,8,0,0,0,0,7
010117Stu,Phleg,2:50:00,2,0,0,0,0,1
010117Stu,M. fort,3:00:00,5,0,0,0,0,3
010117Tit,D. mer,2:00:00,0,0,0,0,0,0
010117Tit,G. sal,3:30:00,0,0,0,0,0,0
010117Tit,Phleg,2:40:00,3,0,0,0,0,3
010118Lab,D. mer,2:00:00,2,0,0,0,0,2
010118Tit,Phleg,2:10:00,0,0,0,0,0,0
010118Tit,D. mer,4:00:00,0,0,0,0,0,0
010118Tit,G. sal,1:00:00,1,0,0,0,0,1
010118Tit,Phleg,1:41:00,1,0,0,0,0,1
010118Tit,Phleg,1:20:00,2,0,0,0,0,2
010118Tit,D. mer,4:00:00,7,0,0,0,0,4
010119Lab,D. mer,1:00:00,0,0,0,0,0,0
010119Lab,D. mer,1:50:00,0,0,0,0,0,0
010119Lab,D. mer,4:00:00,1,0,0,0,0,0
010119Lab,D. mer,2:20:00,2,0,0,0,0,1
010119Lab,D. mer,2:40:00,1,0,1,0,0,1
010119Lab,M. fort,1:30:00,2,0,0,0,0,2
010119Lab,D. mer,1:40:00,2,0,0,0,0,2
010119Lab,D. mer,3:20:00,5,0,0,0,0,2
010122Tit,G. sal,2:10:00,2,0,0,0,0,1
010123Lab,M. fort,1:20:00,0,0,0,0,0,0
010123Lab,M. fort,1:50:00,0,0,0,0,0,0
010123Lab,Phleg,3:40:00,2,0,0,0,0,0
010123Lab,Phleg,1:10:00,1,0,0,0,0,1
010123Lab,G. sal,2:20:00,1,0,0,0,0,1
010123Lab,Phleg,1:40:00,2,0,0,0,0,1
010123Lab,Rheg,2:00:00,1,0,2,0,0,1
010123Lab,M. fort,2:50:00,2,0,0,0,0,2
010123Lab,Phleg,4:00:00,4,0,0,0,0,3
010123Lab,Phleg,3:40:00,3,0,0,1,0,3
010123Tit,M. fort,1:00:00,0,0,0,0,0,0
010123Tit,Rheg,3:00:00,0,0,0,0,0,0
010123Tit,D. mer,4:00:00,2,0,0,0,0,0
010123Tit,D. mer,5:00:00,3,0,0,0,0,0
010123Tit,Rheg,1:28:00,1,0,0,0,0,1
010123Tit,D. mer,2:15:00,3,0,0,0,0,1
010124Izu,Phleg,1:50:00,0,0,0,0,0,0
010124Izu,D. mer,2:00:00,1,0,0,0,0,1
010124Izu,Phleg,3:30:00,2,0,0,0,0,1
010124Izu,D. mer,4:00:00,2,0,0,0,0,1
010124Tit,M. fort,1:15:00,0,0,0,0,0,0
010124Tit,G. sal,1:20:00,0,0,0,0,0,0
010124Tit,Rheg,4:00:00,0,0,0,0,0,0
010124Tit,D. mer,1:05:00,1,0,0,0,0,1
010124Tit,D. mer,3:50:00,3,0,0,0,0,2
010124Tit,M. fort,1:30:00,4,0,0,0,0,4
010125Lab,Phleg,3:00:00,0,0,0,0,0,0
010125Lab,Phleg,5:00:00,1,0,0,0,0,1
010125Lab,Phleg,5:00:00,8,0,0,0,0,2
010125Tit,G. sal,4:00:00,1,0,0,0,0,0
010125Tit,Rheg,2:35:00,2,0,0,0,0,0
010125Tit,G. sal,2:10:00,1,0,0,0,0,1
010125Tit,Phleg,2:10:00,1,0,0,0,0,1
010125Tit,G. sal,2:40:00,1,0,0,0,0,1
010125Tit,Rheg,4:00:00,1,0,0,0,0,1
010125Tit,G. sal,2:10:00,3,0,0,0,0,3
010126Izu,Phleg,2:10:00,0,0,0,0,0,0
010126Izu,D. mer,3:00:00,0,0,0,0,0,0
010126Izu,D. mer,1:10:00,0,0,1,0,0,0
010126Izu,D. mer,4:00:00,0,0,1,0,0,0
010126Izu,D. mer,2:30:00,1,0,0,0,0,1
010126Izu,D. mer,4:00:00,1,0,1,0,0,1
010126Izu,D. mer,4:00:00,2,0,0,0,0,2
010126Izu,M. fort,1:00:00,3,0,0,0,0,2
010126Izu,D. mer,4:00:00,3,0,0,0,0,2
010126Izu,M. fort,1:50:00,4,0,0,0,0,2
010126Izu,D. mer,4:00:00,5,0,1,0,0,4
010127Lab,D. mer,1:30:00,0,0,0,0,0,0
010127Lab,D. mer,5:00:00,3,0,0,0,0,0
010129Izu,Rheg,1:53:00,0,0,0,0,0,0
010129Izu,G. sal,4:00:00,0,0,0,0,0,0
010129Izu,D. mer,4:45:00,0,0,0,0,0,0
010129Izu,D. mer,5:00:00,0,0,0,0,0,0
010129Izu,D. mer,5:00:00,0,0,0,0,0,0
010129Izu,Rheg,1:00:00,1,0,0,0,0,0
010129Izu,G. sal,1:30:00,1,0,0,0,0,0
010129Izu,D. mer,4:00:00,1,0,0,0,0,0
010129Izu,M. fort,4:45:00,1,0,0,0,0,0
010129Izu,D. mer,2:00:00,4,0,0,0,0,0
010129Izu,Rheg,4:20:00,4,0,0,0,0,0
010129Izu,D. mer,2:20:00,0,2,0,0,0,0
010129Izu,M. fort,1:29:00,1,0,0,0,0,1
010129Izu,D. mer,1:30:00,1,0,0,0,1,1
010129Izu,D. mer,3:10:00,2,0,0,0,0,2
010129Izu,D. mer,4:00:00,4,0,0,0,0,2
010130Let,G. sal,2:40:00,1,0,0,0,0,0
010130Let,G. sal,3:20:00,2,0,0,0,0,1
010130Stu,D. mer,1:00:00,0,0,0,0,0,0
010130Stu,D. mer,2:00:00,1,0,0,0,0,1
010131Let,Phleg,1:45:00,0,0,0,0,0,0
010131Let,Phleg,3:30:00,0,0,0,0,0,0
010131Let,Phleg,4:00:00,1,0,0,0,0,0
010131Let,Phleg,4:00:00,5,0,0,0,0,2
010131Let,G. sal,4:00:00,6,0,0,0,0,4
010131Stu,D. mer,1:00:00,0,0,0,0,0,0
010131Stu,D. mer,1:10:00,0,0,0,0,0,0
010131Stu,Phleg,2:40:00,0,0,0,0,0,0
010131Stu,D. mer,2:45:00,3,0,0,0,0,0
010131Stu,Phleg,5:00:00,3,0,0,0,0,0
010131Stu,D. mer,4:00:00,1,0,0,0,0,1
010131Stu,Phleg,4:00:00,2,0,0,0,0,1
010131Stu,D. mer,3:51:00,3,0,0,0,0,1
010131Stu,D. mer,3:40:00,1,0,1,0,0,1
010201Izu,Rheg,3:30:00,3,1,0,0,0,2
010201Stua,M. fort,2:10:00,0,0,0,0,0,0
010201Stua,D. mer,3:40:00,0,0,0,0,0,0
010201Stua,Phleg,4:00:00,0,0,0,0,0,0
010201Stua,D. mer,1:30:00,1,0,0,0,0,0
010201Stua,M. fort,2:20:00,2,0,0,0,0,1
010201Stua,Phleg,1:30:00,2,0,0,0,0,2
010201Stub,D. mer,4:00:00,0,0,0,0,0,0
010202Izua,Rheg,3:29:00,1,0,0,0,0,1
010202Izub,Rheg,4:00:00,0,0,2,0,0,0
010202Izub,Rheg,,4,0,0,0,0,2
010202Izub,D. mer,4:00:00,4,2,0,0,0,3
010202Izub,Rheg,4:00:00,4,0,0,0,1,4
010202Lab,Phleg,2:30:00,2,0,0,0,1,0
010202Lab,Phleg,4:00:00,2,0,1,0,1,0
010202Lab,M. fort,4:00:00,1,0,0,0,0,1
010202Lab,Phleg,3:00:00,3,0,0,0,0,1
010202Lab,Phleg,4:00:00,3,0,0,0,1,1
010202Lab,Phleg,4:00:00,10,0,1,0,0,6
010202Stua,G. sal,2:00:00,0,0,0,0,0,0
010203Izua,D. mer,4:00:00,0,0,0,0,0,0
010203Izua,Rheg,4:00:00,2,0,0,0,0,1
010203Izua,M. fort,4:00:00,2,0,0,0,0,2
010203Izua,Rheg,4:00:00,5,0,0,0,1,4
010203Izua,Rheg,2:20:00,8,0,0,0,0,6
010203Izub,Rheg,1:50:00,0,0,0,0,0,0
010203Izub,Rheg,2:20:00,1,0,0,0,0,1
010203Izub,D. mer,4:00:00,2,0,1,0,0,2
010203Izub,Rheg,2:40:00,3,0,1,0,0,3
010203Stu,D. mer,1:15:00,0,0,0,0,0,0
010205Izu,G. sal,3:00:00,1,0,0,0,0,1
010205Izu,Rheg,4:00:00,2,0,0,0,0,1
010205Izu,Rheg,4:00:00,3,0,0,0,1,2
010205Let,Phleg,3:50:00,0,0,0,0,0,0
010205Stu,D. mer,1:40:00,1,0,0,0,0,0
010205Stu,D. mer,3:20:00,1,0,0,0,0,0
010205Stu,G. sal,4:00:00,2,0,0,0,0,1
010205Stu,G. sal,1:20:00,2,0,0,0,0,2
010205Stu,G. sal,4:00:00,2,0,0,0,0,2
010206Izu,D. mer,1:10:00,0,0,0,0,0,0
010206Izu,Rheg,1:15:00,0,0,0,0,0,0
010206Izu,G. sal,1:10:00,0,1,0,0,0,0
010206Izu,Rheg,1:30:00,4,0,0,0,0,1
010206Izu,Rheg,3:00:00,3,1,0,1,0,1
010206Izu,D. mer,5:00:00,6,1,0,0,1,1
010206Izu,Rheg,3:30:00,5,0,0,1,0,3
010207Izu,Rheg,0:51:00,1,0,0,0,0,1
010207Izu,Rheg,3:39:00,3,0,2,0,0,2
